མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ,མཆན།,
,,1459,13,《པེ་》,བློས།,
,,1460,14,《པེ་》《སྣར་》,ཀྱི།,
,,1461,15,《པེ་》《སྣར་》,བྱ་བའི།,
,633,1462,1,《པེ་》《སྣར་》,pཀྱི།,
,,1463,2,《པེ་》《སྣར་》,ཚིག,
,,1464,3,《པེ་》《སྣར་》,ཏེ།,
,,1465,4,《པེ་》《སྣར་》,mཡང་།,
,,1466,5,《པེ་》《སྣར་》,ཚིག,
,,1467,6,《པེ་》《སྣར་》,mརྣམ་པ།,
,,1468,7,《སྣར་》,ལ།,
,634,1469,1,《སྣར་》,སླུས།,
,,1470,2,《པེ་》《སྣར་》,འདྲེན།,
,,1471,3,《པེ་》《སྣར་》,གསུངས།,
,,1472,4,《པེ་》《སྣར་》,གསུངས།,
,,1473,5,《པེ་》《སྣར་》,ཀྱི།,
,,1474,6,《སྣར་》,ཚིགས།,
,,1475,7,《པེ་》《སྣར་》,mདངོས།,
,,1476,8,《པེ་》《སྣར་》,པ།,
,635,1477,1,《པེ་》,ཀྱི།,
,,1478,2,《པེ་》《སྣར་》,ཀྱིས།,
,,1479,3,《པེ་》《སྣར་》,པ།,
,,1480,4,《སྣར་》,ཀྱིས།,
,,1481,5,《པེ་》《སྣར་》,པ།,
,636,1482,1,《པེ་》《སྣར་》,གི།,
,,1483,2,《པེ་》《སྣར་》,བསྟན།,
,,1484,3,《པེ་》《སྣར་》,ཀྱི།,
,,1485,4,《པེ་》《སྣར་》,mདང་།,
,,1486,5,《པེ་》《སྣར་》,བསལ།,
,637,1487,1,《པེ་》《སྣར་》,དེ།,
,,1488,2,《པེ་》《སྣར་》,ཅེས།,
,,1489,3,《པེ་》《སྣར་》,པར།,
,,1490,4,《པེ་》《སྣར་》,mཔ།,
,,1491,5,《པེ་》,ཀྱི།,
,,1492,6,《པེ་》《སྣར་》,འདྲ།,
,,1493,7,《པེ་》,བས།,
,,1494,8,《པེ་》《སྣར་》,འོངས་པ།,
,638,1495,1,《པེ་》《སྣར་》,ཅེས།,
,,1496,2,《པེ་》《སྣར་》,ཅེས།,
,,1497,3,《པེ་》《སྣར་》,པར།,
,,1498,4,《པེ་》《སྣར་》,mཅེས།,
,,1499,5,《པེ་》,ལས་རྫི་སྟེ།,《སྣར་》,ལ་རྫི་སྟེ།
,,1500,6,《པེ་》《སྣར་》,ལ།,
,,1501,7,《སྣར་》,ཐོག,
,,1502,8,《པེ་》《སྣར་》,ལ།,
,639,1503,1,《པེ་》《སྣར་》,རྟེན།,
,,1504,2,《པེ་》《སྣར་》,འདའ་བ།,
,,1505,3,《པེ་》《སྣར་》,སེམས།,
,,1506,4,《པེ་》《སྣར་》,mདང་།,
,,1507,5,《སྣར་》,སྤྱད།,
,,1508,6,《པེ་》《སྣར་》,ཀྱི།,
,,1509,7,《པེ་》《སྣར་》,བཟུང་།,
,640,1510,1,《པེ་》,འཐུན།,
,,1511,2,《པེ་》《སྣར་》,ལ།,
,,1512,3,《པེ་》,དྲད་སྟེ།,
,,1513,4,《སྣར་》,འཆར།,
,,1514,5,《པེ་》《སྣར་》,ཀྱི།,
,,1515,6,《པེ་》《སྣར་》,པའི།,
,,1516,7,《པེ་》《སྣར་》,ཀྱི།,
,,1517,8,《པེ་》《སྣར་》,མྱང་།,
,,1518,9,《པེ་》《སྣར་》,གཉིས་པ།,
,,1519,10,《པེ་》,རྣམ་པ།,《སྣར་》,རྣམས།
,,1520,11,《པེ་》《སྣར་》,ཞུགས།,
,,1521,12,《པེ་》,pདེ།,
,,1522,13,《པེ་》《སྣར་》,ཐོབ།,
,a,,14,《པེ་》《སྣར་》,དཔའི།,
,641,1523,1,《པེ་》《སྣར་》,mཔ།,
,,1524,2,《པེ་》《སྣར་》,ལ།,
,,1525,3,《པེ་》《སྣར་》,གི།,
,,1526,4,《པེ་》《སྣར་》,རྟེན་པ།,
,,1527,5,《སྣར་》,རྟེན།,
,,1528,6,《པེ་》《སྣར་》,mཔ།,
,642,1529,1,《པེ་》《སྣར་》,mལ།,
,,1530,2,《སྣར་》,གསལ།,
,,1531,3,《པེ་》《སྣར་》,ཀྱི།,
,,1532,4,《པེ་》《སྣར་》,བརླབས།,
,,1533,5,《པེ་》《སྣར་》,རྙེད།,
,,1534,6,《པེ་》,mསེམས།,
,,1535,7,《པེ་》《སྣར་》,པའི།,
,,1536,8,《སྣར་》,mཔས་ལུང་།,
,,1537,9,《པེ་》《སྣར་》,བསྟན་ཏེ།,
,,1538,10,《པེ་》《སྣར་》,དགེ།,
,,1539,11,《པེ་》《སྣར་》,mཕྱིར།,
,,1540,12,《པེ་》《སྣར་》《ཅོ་》,mན།,
,,1541,13,《སྣར་》,ཕྲོག,
,643,1542,1,《པེ་》,མི་ལ།,
,,1543,2,《པེ་》《སྣར་》,སྒྲིབས།,
,,1544,3,《པེ་》《སྣར་》,བྲེས།,
,,1545,4,《པེ་》,pདུ།,
,,1546,5,《པེ་》《སྣར་》,pའོད།,
,,1547,6,《པེ་》《སྣར་》,བྱ་བ།,
,,1548,7,《པེ་》《སྣར་》,དུས་དེའི་ཚེ།,
,,1549,8,《པེ་》《སྣར་》,ཕྱིར།,
,,1550,9,《པེ་》《སྣར་》,mཔ།,
,644,1551,1,《པེ་》《སྣར་》,mཡང་།,
,,1552,2,《པེ་》《སྣར་》,mསེམས་དང་།,
,,1553,3,《པེ་》《སྣར་》,སྨན་པ་ཤ་སྟག་པས་ལས་ཐོག,
,,1554,4,《པེ་》《སྣར་》,བསྟོད།,
,,1555,5,《པེ་》《སྣར་》,pརོ།,
,,1556,6,《པེ་》《སྣར་》,པས།,
,,1557,7,《སྣར་》,pཔ།,
,,1558,8,《པེ་》《སྣར་》,བར།,
,,1559,9,《པེ་》《སྣར་》,འགྲུབ་པར།,
,645,1560,1,《པེ་》《སྣར་》,རང་།,
,,1561,2,《པེ་》《སྣར་》,སྟག,
,,1562,3,《པེ་》《སྣར་》,mཡང་།,
,,1563,4,《པེ་》《སྣར་》,ནས།,
,,1564,5,《པེ་》《སྣར་》,སྟབས།,
,,1565,6,《པེ་》《སྣར་》,པདྨོལ་མདོར།,
,,1566,7,《པེ་》《སྣར་》,mདུ།,
,,1567,8,《པེ་》《སྣར་》,བུ།,
,,1568,9,《པེ་》《སྣར་》,འགྲུབ།,
,,1569,10,《པེ་》《སྣར་》,འགྲུབ།,
,,1570,11,《པེ་》《སྣར་》,ཏེ།,
,646,1571,1,《པེ་》《སྣར་》,ཀྱི།,
,,1572,2,《པེ་》《སྣར་》,ཕྱེ།,
,,1573,3,《པེ་》《སྣར་》,ཟླས།,
,,1574,4,《པེ་》《སྣར་》,mགིས།,
,,1575,5,《སྣར་》,མས་ལས།,
,,1576,6,《པེ་》,བརྒྱན།,
,,1577,7,《པེ་》《སྣར་》,སྲན།,
,,1578,8,《པེ་》《སྣར་》,pཀྱི།,
,,1579,9,《པེ་》《སྣར་》,བསྟན།,
,647,1580,1,《པེ་》,mབུར།,《སྣར་》,བར།
,,1581,2,《པེ་》《སྣར་》,pཏུ།,
,,1582,3,《པེ་》《སྣར་》,ཀྱི།,
,,1583,4,《པེ་》,pདང་།,
,,1584,5,《པེ་》《སྣར་》,ང་རྒྱལ་གྱི།,
,,1585,6,《པེ་》,ཀྱི།,
,,1586,7,《པེ་》《སྣར་》,བསྙེས།,
,,1587,8,《པེ་》《སྣར་》,གཡོག,
,,1588,9,《པེ་》《སྣར་》,བྱུང་།,
,,1589,10,《པེ་》,སྔོན།,
,,1590,11,《པེ་》《སྣར་》,མཐོར།,
,,1591,12,《པེ་》《སྣར་》,རྟོག,
,,1592,13,《པེ་》《སྣར་》,mདུ།,
,648,1593,1,《པེ་》《སྣར་》,གྱིས།,
,,1594,2,《སྣར་》,པར་བྱ།,
,,1595,3,《པེ་》,གཞན་དག་ལས་བལྟོས་ན།,《སྣར་》,བཞག་དག་ལས་བལྟོས་ན།
,,1596,4,《པེ་》《སྣར་》,ཀྱི།,
,,1597,5,《པེ་》《སྣར་》,pསུ།,
,,1598,6,《པེ་》《སྣར་》,mདུ།,
,,1599,7,《པེ་》《སྣར་》,སྐྱེད།,
,649,1600,1,《པེ་》,སྟོན།,《སྣར་》,ཏོན།
,,1601,2,《པེ་》《སྣར་》,ཐོབ།,
,,1602,3,《པེ་》《སྣར་》,mདུ།,
,,1603,4,《པེ་》,གྱིས།,
,,1604,5,《པེ་》《སྣར་》,སྐྱེད།,
,,1605,6,《པེ་》《སྣར་》,བཟླ་བའི།,
,,1606,7,《པེ་》《སྣར་》,པས།,
,,1607,8,《པེ་》《སྣར་》,པས་ཞུ།,
,,1608,9,《པེ་》《སྣར་》,ཀྱི།,
,650,1609,1,《པེ་》《སྣར་》,སྟོང་།,
,,1610,2,《པེ་》《སྣར་》,དགོངས།,
,,1611,3,《པེ་》《སྣར་》,གཡང་།,
,,1612,4,《པེ་》,ཀྱི།,
,,1613,5,《སྣར་》,གཉན།,
,,1614,6,《པེ་》《སྣར་》,mཔ།,
,651,1615,1,《སྣར་》,སེམ།,
,,1616,2,《པེ་》《སྣར་》,བཟླ་བའི།,《ཅོ་》,འདས་པའི།
,,1617,3,《པེ་》《སྣར་》,བཙས།,
,,1618,4,《པེ་》《སྣར་》,ཁྱམས།,
,,1619,5,《པེ་》《སྣར་》,རྙིངས།,
,,1620,6,《པེ་》《སྣར་》,mགཡོ་བ།,
,,1621,7,《པེ་》《སྣར་》,འཇུག,
,652,1622,1,《པེ་》《སྣར་》,mཔ།,
,,1623,2,《པེ་》《སྣར་》,ཐབ།,
,,1624,3,《པེ་》《སྣར་》,སྐྱེད།,
,,1625,4,《སྣར་》,དུ།,
,,1626,5,《པེ་》《སྣར་》,བསྐུར་པ།,
,,1627,6,《པེ་》《སྣར་》,ཀྱི།,
,,1628,7,《པེ་》《སྣར་》,mཔ།,
,,1629,8,《པེ་》,དངང་།,
,,1630,9,《པེ་》《སྣར་》,མི་སྐྱོ།,
,,1631,10,《པེ་》《སྣར་》,འཚོལ།,
,653,1632,1,《སྣར་》,ཤ,
,,1633,2,《པེ་》《སྣར་》,སྐྱེད།,
,,1634,3,《པེ་》《སྣར་》,བལྟ།,
,,1635,4,《སྣར་》,ལྟ།,
,,1636,5,《པེ་》《སྣར་》,pདག,
,,1637,6,《པེ་》《སྣར་》,ཀྱིས།,
,,1638,7,《པེ་》《སྣར་》,ཀྱིས།,
,,1639,8,《པེ་》《སྣར་》,པའི།,
,,1640,9,《པེ་》《སྣར་》,ནུས་པ་པང་།,
,,1641,10,《པེ་》《སྣར་》,ལ།,
,,1642,11,《པེ་》《སྣར་》,སྟོན།,
,,1643,12,《པེ་》《སྣར་》,ལ།,
,,1644,13,《པེ་》,བྱུང་།,
,,1645,14,《པེ་》,དག,
,,1646,15,《པེ་》《སྣར་》,འཇོགས།,
,654,1647,1,《པེ་》《སྣར་》,རྒྱུ།,
,,1648,2,《པེ་》《སྣར་》,སྐྱེད།,
,,1649,3,《པེ་》《སྣར་》,ཤེགས།,
,,1650,4,《པེ་》《སྣར་》,pདེ་ནས།,
,,1651,5,《པེ་》《སྣར་》,སེམས།,
,,1652,6,《པེ་》《སྣར་》,pགདོན་ཏོ།,
,,1653,7,《པེ་》,pབཤད།,
,,1654,8,《པེ་》《སྣར་》,mདང་།,
,655,1655,1,《པེ་》《སྣར་》,pཀྱང་།,
,,1656,2,《པེ་》,ཤེག,《སྣར་》,ཤེགས།
,,1657,3,《པེ་》《སྣར་》,pནི།,
,,1658,4,《པེ་》《སྣར་》,pཔ།,
,,1659,5,《པེ་》《སྣར་》,mཔ།,
,,1660,6,《པེ་》《སྣར་》,ལས་བརྟན།,
,,1661,7,《པེ་》《སྣར་》,གྱི།,
,,1662,8,《པེ་》《སྣར་》,ལས།,
,,1663,9,《པེ་》《སྣར་》,སྐྱེས།,
,,1664,10,《སྣར་》,ཕྱིས།,
,,1665,11,《པེ་》《སྣར་》,གསུང་།,
,,1666,12,《པེ་》《སྣར་》,ཕ།,
,,1667,13,《པེ་》,བསྔས།,
,656,1668,1,《པེ་》《སྣར་》,པའི།,
,,1669,2,《པེ་》《སྣར་》,ཕ།,
,,1670,3,《པེ་》《སྣར་》,mཔ།,
,,1671,4,《སྣར་》,གྱི།,
,,1672,5,《པེ་》《སྣར་》,མོ།,
,,1673,6,《པེ་》《སྣར་》,ཕ།,
,,1674,7,《པེ་》《སྣར་》,སླངས།,
,657,1675,1,《པེ་》《སྣར་》,མ།,
,,1676,2,《པེ་》《སྣར་》,pདག,
,,1677,3,《པེ་》,འགྱོགས།,
,,1678,4,《སྣར་》,པའི།,
,,1679,5,《པེ་》《སྣར་》,པ།,
,,1680,6,《པེ་》《སྣར་》,སྦྱངས།,
,,1681,7,《པེ་》,བརྒྱན་དང་མ།,
,,1682,8,《པེ་》《སྣར་》,བསྟན།,
,,1683,9,《པེ་》,ཀྱི།,
,,1684,10,《པེ་》,དྲིས་བུས།,《སྣར་》,དྲིལ་བུས།
,,1685,11,《པེ་》《སྣར་》,སྦྱངས།,
,,1686,12,《པེ་》,mཔ།,
,,1687,13,《པེ་》《སྣར་》,པ་སྦྱངས།,
,,1688,14,《སྣར་》,ཏོ།,
,658,1689,1,《པེ་》《སྣར་》,བརྒྱན།,
,,1690,2,《པེ་》《སྣར་》,བཞི།,
,,1691,3,《པེ་》《སྣར་》,དཔས།,
,,1692,4,《པེ་》《སྣར་》,pསྡུག་བསྔལ་ལས་མ་ཐར་པ་རྣམས།,
,,1693,5,《པེ་》《སྣར་》,pབ།,
,,1694,6,《པེ་》《སྣར་》,ཅིག,
,,1695,7,《པེ་》《སྣར་》,pཞིང་།,
,,1696,8,《པེ་》《སྣར་》,སྐྱེད།,
,,1697,9,《པེ་》《སྣར་》,སྐྱེད།,
,,1698,10,《པེ་》《སྣར་》,pནི།,
,,1699,11,《པེ་》,ཏོ།,
,659,1700,1,《པེ་》《སྣར་》,གི།,
,,1701,2,《པེ་》《སྣར་》,mཔ།,
,,1702,3,《པེ་》《སྣར་》,mབ།,
,,1703,4,《པེ་》,གཞོན།,
,,1704,5,《པེ་》,mམི།,
,,1705,6,《པེ་》《སྣར་》,སྐྱེད།,
,660,1706,1,《སྣར་》,ཀྱི།,
,,1707,2,《པེ་》《སྣར་》,རྫུན།,
,,1708,3,《པེ་》《སྣར་》,pནི།,
,,1709,4,《སྣར་》,སྟན།,
,,1710,5,《པེ་》《སྣར་》,mབ།,
,,1711,6,《པེ་》《སྣར་》,mསོ།,
,,1712,7,《སྣར་》,སྲིད།,
,,1713,8,《པེ་》,གྲོལ།,
,,1714,9,《པེ་》《སྣར་》,རྫུན།,
,,1715,10,《པེ་》,བསམས།,
,,1716,11,《པེ་》《སྣར་》,རྫུན།,
,661,1717,1,《པེ་》《སྣར་》,pལ།,
,,1718,2,《པེ་》《སྣར་》,སྨྲ་བ།,
,,1719,3,《སྣར་》,mསོ།,
,,1720,4,《པེ་》《སྣར་》,གྱིས།,
,,1721,5,《པེ་》《སྣར་》,pགཞོན།,
,,1722,6,《པེ་》《སྣར་》,དྲུང་།,
,,1723,7,《པེ་》,གྱི།,
,,1724,8,《པེ་》《སྣར་》,དང་འགོད།,
,,1725,9,《པེ་》《སྣར་》,འཚེ།,
,,1726,10,《སྣར་》,མ་རིགས།,
,,1727,11,《པེ་》《སྣར་》,དུས།,
,,1728,12,《པེ་》,པ།,
,,1729,13,《པེ་》《སྣར་》,mམི།,
,662,1730,1,《སྣར་》,གཡོགས།,
,,1731,2,《པེ་》,པ།,
,,1732,3,《པེ་》,མི་འདྲ་བ།,《སྣར་》,མེ་འབར་བ་དང་འདྲ་བ།
,,1733,4,《སྣར་》,སྟེ།,
,,1734,5,《སྣར་》,གིས།,
,,1735,6,《པེ་》,mབ།,
,,1736,7,《པེ་》《སྣར་》,བར།,
,,1737,8,《པེ་》《སྣར་》,mའདྲ་བར།,
,,1738,9,《པེ་》,pཔ།,
,663,1739,1,《པེ་》《སྣར་》,རྒས།,
,,1740,2,《པེ་》《སྣར་》,mབ།,
,,1741,3,《པེ་》《སྣར་》,mཔ།,
,,1742,4,《པེ་》《སྣར་》,སྲེགས།,
,,1743,5,《པེ་》《སྣར་》,བའོ།,
,,1744,6,《པེ་》《སྣར་》,གྱུར་པ།,
,,1745,7,《པེ་》《སྣར་》,འཚོལ།,
,664,1746,1,《པེ་》《སྣར་》,སོགས།,
,,1747,2,《པེ་》《སྣར་》,འཕོངས།,
,,1748,3,《པེ་》《སྣར་》,mདང་།,
,,1749,4,《པེ་》《སྣར་》,མི་དང་ལྷ།,
,,1750,5,《པེ་》《སྣར་》,དཀར།,
,,1751,6,《པེ་》《སྣར་》,སྐྱེད།,
,,1752,7,《པེ་》《སྣར་》,དཔོགས།,
,,1753,8,《པེ་》《སྣར་》《ཅོ་》,སྐྱེད།,
,,1754,9,《པེ་》《སྣར་》,དམིགས།,
,,1755,10,《པེ་》《སྣར་》,སྐྱེད།,
,,1756,11,《པེ་》《སྣར་》,གཞོར།,
,,1757,12,《པེ་》《སྣར་》,pདེ་ལ།,
,,1758,13,《པེ་》《སྣར་》,སྐྱེད།,
,,1759,14,《པེ་》,བཞུག,
,,1760,15,《སྣར་》,དེ།,
,,1761,16,《པེ་》《སྣར་》,བྱུང་།,
,,1762,17,《པེ་》《སྣར་》《ཅོ་》,pལ།,
,,1763,18,《པེ་》《སྣར་》,མདོར།,
,665,1764,1,《པེ་》《སྣར་》,པའི།,
,,1765,2,《པེ་》《སྣར་》,ཤེས།,
,,1766,3,《པེ་》《སྣར་》,pཏེ་ཞེས།,
,,1767,4,《པེ་》,ལྟ་བ་བྱུང་།,
,,1768,5,《པེ་》《སྣར་》,གཞན།,
,,1769,6,《པེ་》,pཔ།,
,,1770,7,《པེ་》《སྣར་》,pགསུམ།,
,,1771,8,《པེ་》《སྣར་》,སྐྱེད།,
,,1772,9,《པེ་》《སྣར་》,mཔ།,
,,1773,10,《པེ་》《སྣར་》,དོན།,
,,1774,11,《པེ་》《སྣར་》,རྩོལ་དུ་བཞུགས།,
,,1775,12,《པེ་》《སྣར་》,རྡེང་།,
,,1776,13,《པེ་》《སྣར་》,ཀྱི།,
,666,1777,1,《པེ་》《སྣར་》,mམ།,
,,1778,2,《པེ་》《སྣར་》,ཅེས།,
,,1779,3,《པེ་》《སྣར་》,pཔ་ཡིན།,
,,1780,4,《པེ་》《སྣར་》,འཕོངས་པར་བརྩོན་ཞེས་པ།,
,,1781,5,《པེ་》《སྣར་》,mཔ།,
,,1782,6,《པེ་》《སྣར་》,འཕོངས།,
,,1783,7,《པེ་》《སྣར་》,mསྲིད་པའི་ཚོལ་བ་དང་།,
,,1784,8,《སྣར་》,pདུ།,
,,1785,9,《པེ་》《སྣར་》,mཡན་ལག,
,,1786,10,《པེ་》《སྣར་》,mཅན།,
,667,1787,1,《སྣར་》,དེ།,
,,1788,2,《པེ་》《སྣར་》,གསོག་པའི་མཐུ་སྟེ།,
,,1789,3,《པེ་》《སྣར་》,མཉན།,
,,1790,4,《པེ་》《སྣར་》,ཚིགས་སོགས་པ་ཞེས།,
,,1791,5,《པེ་》《སྣར་》,གྱིས་གཞན་གྱི།,
,,1792,6,《པེ་》《སྣར་》,གྱི།,
,,1793,7,《པེ་》,དེའི་རྒྱུ་མཐུ།,《སྣར་》,དེའི་རྒྱུའི་མཐུ།
,,1794,8,《པེ་》《སྣར་》,པ།,
,,1795,9,《པེ་》《སྣར་》,གྱིས།,
,,1796,10,《སྣར་》,རྟོག,
,,1797,11,《པེ་》《སྣར་》,རིགས་ཅེས།,
,,1798,12,《པེ་》《སྣར་》,པའི།,
,,1799,13,《པེ་》《སྣར་》,mགི།,
,,1800,14,《པེ་》《སྣར་》,བཞིན།,
,668,1801,1,《པེ་》《སྣར་》,pཞེས།,
,,1802,2,《པེ་》,བལྟོས།,《སྣར་》,བསྟོས།
,,1803,3,《པེ་》《སྣར་》,པའི།,
,,1804,4,《པེ་》《སྣར་》,འབྱུང་།,
,,1805,5,《པེ་》《སྣར་》,གི།,
,,1806,6,《པེ་》《སྣར་》,ཅེས།,
,,1807,7,《པེ་》《སྣར་》,པ།,
,,1808,8,《པེ་》《སྣར་》,pདེ་ཡང་བུ་རྣམས་ཀྱི་ཐེ་ཚོམ་དགྲོལ་བའོ།།,
,,1809,9,《པེ་》,མཐོན།,《སྣར་》,འཐོན།
,,1810,10,《པེ་》《སྣར་》,འདའ་བའི།,
,,1811,11,《པེ་》《སྣར་》,འཚོ།,
,669,1812,1,《པེ་》《སྣར་》,ཀྱིས།,
,,1813,2,《པེ་》《སྣར་》,པ།,
,,1814,3,《པེ་》《སྣར་》,བརྩེན།,
,,1815,4,《པེ་》,བཞིར།,
,,1816,5,《པེ་》《སྣར་》,ཀྱི་བསྔགས་པ་བྱ་བའོ།,
,670,1817,1,《པེ་》,པའོ།,
,,1818,2,《པེ་》,རིག,
,,1819,3,《སྣར་》,གྱིས།,
,,1820,4,《པེ་》《སྣར་》,mདང་།,
,,1821,5,《པེ་》《སྣར་》,རི།,
,,1822,6,《པེ་》《སྣར་》,གྱུར་ཅེས།,
,,1823,7,《པེ་》《སྣར་》,mདང་།,
,,1824,8,《པེ་》《སྣར་》,བརྒྱད།,
,,1825,9,《པེ་》《སྣར་》,བཟུད།,
,,1826,10,《པེ་》《སྣར་》,pནི།,
,,1827,11,《པེ་》《སྣར་》,ཏོ།,
,671,1828,1,《པེ་》《སྣར་》,པོ།,
,,1829,2,《པེ་》《སྣར་》,mདང་།,
,,1830,3,《པེ་》《སྣར་》,mདང་།,
,672,1831,1,《པེ་》《སྣར་》,རྩས།,
,,1832,2,《པེ་》《སྣར་》,ཅེས།,
,,1833,3,《པེ་》《སྣར་》,སྐྱང་།,
,,1834,4,《པེ་》《སྣར་》,ཅེས།,
,,1835,5,《པེ་》《སྣར་》,བརྙིངས།,
,,1836,6,《པེ་》《སྣར་》,སྐྱང་།,
,,1837,7,《པེ་》《སྣར་》,ཅེས།,
,,1838,8,《པེ་》《སྣར་》,ནས།,
,,1839,9,《པེ་》《སྣར་》,mཔ།,
,673,1840,1,《སྣར་》,ཚིགས།,
,,1841,2,《པེ་》《སྣར་》,ཚིགས་བཅད།,
,,1842,3,《པེ་》《སྣར་》,འདུག,
,,1843,4,《པེ་》《སྣར་》,བ།,
,,1844,5,《པེ་》,རྣམ་ལྔ་བསྟན།,《སྣར་》,རྣམས་ལྔ་བསྟེན།
,,1845,6,《པེ་》《སྣར་》,mཀྱིས།,
,,1846,7,《པེ་》《སྣར་》,གཉི་ག,
,674,1847,1,《སྣར་》,གི།,
,,1848,2,《སྣར་》,mབར།,
,,1849,3,《པེ་》《སྣར་》,གྱི།,
,,1850,4,《པེ་》,འདྲེ་གནོད།,《སྣར་》,འབྲེ་གནོད།
,,1851,5,《སྣར་》,བལྟ།,
,,1852,6,《པེ་》《སྣར་》,ནས།,
,675,1853,1,《པེ་》《སྣར་》,mདེ་དག,
,,1854,2,《པེ་》《སྣར་》,ཟན།,
,,1855,3,《པེ་》《སྣར་》,སྐྱེད།,
,,1856,4,《པེ་》《སྣར་》,འདྲངས།,
,,1857,5,《སྣར་》,དོ།,
,,1858,6,《པེ་》《སྣར་》,ཅེས།,
,,1859,7,《པེ་》《སྣར་》,འདྲངས།,
,,1860,8,《པེ་》《སྣར་》,རྣམས།,
,,1861,9,《སྣར་》,pབ།,
,,1862,10,《པེ་》《སྣར་》,mདང་བརྟུལ་ཞུགས་བསྙེམས་པས།,
,,1863,11,《པེ་》《སྣར་》,ཅེས།,
,,1864,12,《པེ་》《སྣར་》,ཅེས།,
,,1865,13,《པེ་》《སྣར་》,དགགས་ཞེས།,《ཅོ་》,དག་ཅེས།
,,1866,14,《པེ་》《སྣར་》,ཀྱི།,
,676,1867,1,《པེ་》《སྣར་》,གནག་ཅིང་།,
,,1868,2,《པེ་》,དཀྲེས།,
,,1869,3,《སྣར་》,ཅེར།,
,,1870,4,《པེ་》《སྣར་》,བལ་གླང་།,
,,1871,5,《པེ་》《སྣར་》,ཐར།,
,,1872,6,《པེ་》,ལྟག་པའི་སྒྲ།,《སྣར་》,ལྟག་པའི་སྐྲ།
,677,1873,1,《པེ་》《སྣར་》,ཅེས།,
,,1874,2,《པེ་》《སྣར་》,ཀྱིས།,
,,1875,3,《པེ་》《སྣར་》,mཐོངས།,
,,1876,4,《པེ་》《སྣར་》,mཞེས་ནས་ཀྱང་།,
,,1877,5,《སྣར་》,གྱུར།,
,,1878,6,《པེ་》《སྣར་》,ཀྱིས།,
,,1879,7,《པེ་》《སྣར་》,ཀྱིས།,
,,1880,8,《པེ་》《སྣར་》,བལྟ།,
,,1881,9,《པེ་》《སྣར་》,བརྟན་ནོ།,
,,1882,10,《སྣར་》,ལྟ།,
,,1883,11,《པེ་》《སྣར་》,དུ།,
,,1884,12,《པེ་》《སྣར་》,འཆོས།,
,,1885,13,《པེ་》《སྣར་》,འདྲུམ།,
,678,1886,1,《པེ་》《སྣར་》,མཆོད།,
,,1887,2,《པེ་》《སྣར་》,བརྩིག,
,,1888,3,《པེ་》《སྣར་》,བརྟེན།,
,,1889,4,《པེ་》,འཇིག,
,,1890,5,《པེ་》《སྣར་》,འབྱུང་།,
,,1891,6,《པེ་》,པ།,
,,1892,7,《པེ་》,ཡི།,
,679,1893,1,《པེ་》,པས།,
,,1894,2,《པེ་》《སྣར་》,ཤེས།,
,,1895,3,《པེ་》,དམར།,
,,1896,4,《པེ་》《སྣར་》,ནི།,
,,1897,5,《པེ་》《སྣར་》,ཅེས།,
,,1898,6,《པེ་》《སྣར་》,འཐར།,
,,1899,7,《སྣར་》,སེམས།,
,,1900,8,《སྣར་》,སྟེན།,
,680,1901,1,《པེ་》《སྣར་》,ན།,
,,1902,2,《པེ་》《སྣར་》,pརྣམ།,
,,1903,3,《པེ་》《སྣར་》,mདང་།,
,,1904,4,《པེ་》《སྣར་》,པར།,
,,1905,5,《པེ་》,གིས།,
,,1906,6,《པེ་》《སྣར་》,བྱ་བ་དག,
,,1907,7,《སྣར་》,དུ།,
,,1908,8,《པེ་》《སྣར་》,པ་ནི།,
,681,1909,1,《པེ་》《སྣར་》,བསྐྱ་ཞིང་།,
,,1910,2,《སྣར་》,པར།,
,,1911,3,《པེ་》《སྣར་》,བསླུ།,
,,1912,4,《སྣར་》,ཏེ།,
,,1913,5,《པེ་》《སྣར་》,འདྲ་བའི།,
,,1914,6,《པེ་》《སྣར་》,དེའི།,
,,1915,7,《པེ་》,གཞོན།,
,,1916,8,《པེ་》《སྣར་》,mཔ།,
,682,1917,1,《པེ་》,བླངས་པ།,
,,1918,2,《པེ་》《སྣར་》,ཡིན་པས།,
,,1919,3,《པེ་》《སྣར་》,mགནས།,
,,1920,4,《པེ་》《སྣར་》,ཞེས།,
,,1921,5,《པེ་》《སྣར་》,ཐོན།,
,,1922,6,《པེ་》《སྣར་》,pས་དང་།,
,,1923,7,《པེ་》《སྣར་》,པ།,
,,1924,8,《པེ་》《སྣར་》,ཆེས་པས་ད།,
,683,1925,1,《པེ་》《སྣར་》,ཞེས།,
,,1926,2,《པེ་》《སྣར་》,ཀྱི།,
,,1927,3,《པེ་》,གཏི་མུག,
,,1928,4,《པེ་》《སྣར་》,ཁྲིས།,
,684,1929,1,《པེ་》《སྣར་》,ནི།,
,,1930,2,《པེ་》《སྣར་》,ན་རྒ།,
,,1931,3,《པེ་》《སྣར་》,རྒྱ།,
,,1932,4,《པེ་》《སྣར་》,mབསྟན། ཁམས་གསུམ་གྱིས།,
,,1933,5,《སྣར་》,དགེ།,
,,1934,6,《པེ་》《སྣར་》,སའི།,
,,1935,7,《པེ་》《སྣར་》,ཞི།,
