མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན,,,,,
,,411,4,《སྣར་》,དྭཱ།,,,,,
,,412,5,《པེ་》《སྣར་》,ལས།,,,,,
,,413,6,《སྣར་》,གྱི།,,,,,
,,414,7,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,415,8,《པེ་》《སྣར་》,གྱི།,,,,,
,71,416,1,《སྣར་》,བསྐུར་བ།,,,,,
,,417,2,《པེ་》《སྣར་》,mདབང་གི།,,,,,
,,418,3,《པེ་》《སྣར་》,ཡོངས་ཀྱིས།,,,,,
,72,419,1,《པེ་》《སྣར་》,བྱུང་།,,,,,
,,420,2,《པེ་》《སྣར་》,པ་དང་འདྲ་བར།,《ཅོ་》,པ་འདྲ་ལ།,,,
,,421,3,《པེ་》《སྣར་》,གྱི།,,,,,
,,422,4,《པེ་》《སྣར་》,བའི།,,,,,
,,423,5,《པེ་》《སྣར་》,གྱིས་དབང་གིས།,,,,,
,,424,6,《པེ་》《སྣར་》,ཏོ།།,,,,,
,,425,7,《པེ་》《སྣར་》,དེས་ན།,,,,,
,,426,8,《པེ་》《སྣར་》,གཟུང་།,,,,,
,,427,9,《པེ་》《སྣར་》,གི།,,,,,
,,428,10,《པེ་》《སྣར་》,mལས།,,,,,
,73,429,1,《ཅོ་》,mལོ།,,,,,
,,430,2,《སྣར་》,ཀྱིས།,,,,,
,,431,3,《པེ་》《སྣར་》,གྱི།,,,,,
,,432,4,《སྣར་》,ཀྱིས།,,,,,
,,433,5,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,434,6,《པེ་》《སྣར་》,བརྟན།,,,,,
,,435,7,《པེ་》《སྣར་》,བརྟན།,,,,,
,,436,8,《པེ་》《སྣར་》,གྲང་།,,,,,
,74,437,1,《པེ་》《སྣར་》,བར་རང་གི།,,,,,
,,438,2,《པེ་》《སྣར་》,ནས།,,,,,
,,439,3,《པེ་》《སྣར་》,བྱའི།,,,,,
,,440,4,《པེ་》《སྣར་》,གསུམ།,,,,,
,,441,5,《པེ་》《སྣར་》,mསྡེ།,,,,,
,,442,6,《པེ་》《སྣར་》,རིག,,,,,
,,443,7,《པེ་》《སྣར་》,འཚམས།,,,,,
,,444,8,《ཅོ་》,pསྡེ།,,,,,
,,445,9,《པེ་》《སྣར་》,རྒྱས།,,,,,
,,446,10,《པེ་》《སྣར་》,སྡུད།,,,,,
,,447,11,《པེ་》《སྣར་》,རྒྱས།,,,,,
,,448,12,《པེ་》《སྣར་》,སྡུད།,,,,,
,75,449,1,《པེ་》《སྣར་》,mདང་།,,,,,
,,450,2,《པེ་》《སྣར་》,ལྡོག,,,,,
,,451,3,《པེ་》《སྣར་》,བསྐྱེད།,,,,,
,,452,4,《པེ་》《སྣར་》,བསྡུད།,,,,,
,,453,5,《སྣར་》,mཏེ།,,,,,
,,454,6,《པེ་》《སྣར་》,གཉིས།,,,,,
,,455,7,《པེ་》《སྣར་》,འབྱུང་།,,,,,
,,456,8,《པེ་》《སྣར་》,པའི།,,,,,
,,457,9,《པེ་》《སྣར་》,pཆོས་ཀྱི།,,,,,
,,458,10,《པེ་》《སྣར་》,གྱི།,,,,,
,,459,11,《པེ་》《སྣར་》,mབཤད་པ།,,,,,
,,460,12,《པེ་》《སྣར་》,mཆོས་ཀྱི།,,,,,
,76,461,1,《པེ་》《སྣར་》,ཤིབས།,,,,,
,,462,2,《པེ་》《སྣར་》,བཞི་པའི།,,,,,
,,463,3,《པེ་》《སྣར་》,pཞེའོ།,,,,,
,,464,4,《པེ་》《སྣར་》,བསྲུང་།,,,,,
,77,465,1,《པེ་》《སྣར་》,པ།,,,,,
,,466,2,《པེ་》,པ་ལྟ་བུའོ།,《སྣར་》,པ་ལྟའོ།།,,,
,,467,3,《པེ་》《སྣར་》,ཕྱིར།,,,,,
,,468,4,《སྣར་》,ཀྱིས།,,,,,
,,469,5,《པེ་》《སྣར་》,ཚངས་པ།,,,,,
,,470,6,《པེ་》《སྣར་》,གྱིས།,,,,,
,,471,7,《པེ་》《སྣར་》,འདའ་བ་ཉིད་ཀྱིས།,,,,,
,78,472,1,《པེ་》《སྣར་》,བཞི།,,,,,
,,473,2,《སྣར་》,དོ།།,,,,,
,,474,3,《པེ་》《སྣར་》,ཐོབ།,,,,,
,,475,4,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,476,5,《པེ་》,རིགས་པ།,《སྣར་》,རིག་པ།,,,
,79,477,1,《པེ་》《སྣར་》,ཚངས་པ།,,,,,
,,478,2,《པེ་》,པས།,,,,,
,,479,3,《པེ་》《སྣར་》,mཔ།,,,,,
,,480,4,《སྣར་》,ཀྱི།,,,,,
,,481,5,《པེ་》《སྣར་》,འདའ་བར།,,,,,
,,482,6,《པེ་》《སྣར་》,གྱིས་བརླབས།,,,,,
,,483,7,《སྣར་》,mསོ།,,,,,
,80,484,1,《པེ་》,mནི།,,,,,
,,485,2,《པེ་》《སྣར་》,ཡོད་དེ།,,,,,
,,486,3,《པེ་》《སྣར་》,ནི།,,,,,
,,487,4,《པེ་》《སྣར་》,དཔའ།,,,,,
,,488,5,《པེ་》《སྣར་》,གྱི།,,,,,
,,489,6,《སྣར་》,ལྟར།,,,,,
,,490,7,《པེ་》《སྣར་》,pནི།,,,,,
,81,491,1,《པེ་》《སྣར་》,ལ།,,,,,
,,492,2,《པེ་》《སྣར་》,པའི།,,,,,
,,493,3,《པེ་》《སྣར་》,mལས།,,,,,
,,494,4,《པེ་》《སྣར་》,གིས།,,,,,
,,495,5,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,496,6,《སྣར་》,བགོལ།,,,,,
,,497,7,《པེ་》《སྣར་》,པའི།,,,,,
,,498,8,《པེ་》《སྣར་》,mཕྱིར།,,,,,
,,499,9,《པེ་》《སྣར་》,པ་བསྒྲུབ།,,,,,
,82,500,1,《པེ་》《སྣར་》,mཔའི།,,,,,
,,501,2,《པེ་》《སྣར་》,གཟུང་།,,,,,
,,502,3,《པེ་》《སྣར་》,ལས།,,,,,
,,503,4,《པེ་》《སྣར་》,འགའ།,,,,,
,,504,5,《པེ་》《སྣར་》,mཔ།,,,,,
,83,505,1,《པེ་》《སྣར་》,mཆད།,,,,,
,,506,2,《པེ་》《སྣར་》,ཤློ།,,,,,
,,507,3,《པེ་》《སྣར་》,ཤློ།,,,,,
,,508,4,《པེ་》《སྣར་》,རྗེས།,,,,,
,,509,5,《པེ་》《སྣར་》,སྒྱུར།,,,,,
,,510,6,《པེ་》《སྣར་》,འབྱུང་།,,,,,
,,511,7,《པེ་》《སྣར་》,འགིས།,,,,,
,,512,8,《སྣར་》,བ།,,,,,
,,513,9,《པེ་》《སྣར་》,སྒྱུར།,,,,,
,,514,10,《པེ་》《སྣར་》,ཚུན།,,,,,
,84,515,1,《པེ་》《སྣར་》,གི།,,,,,
,,516,2,《སྣར་》,མཚམ།,,,,,
,,517,3,《པེ་》《སྣར་》,དགྲོལ།,,,,,
,,518,4,《པེ་》《སྣར་》,དགྲོལ།,,,,,
,85,519,1,《པེ་》《སྣར་》,པ།,,,,,
,,520,2,《པེ་》《སྣར་》,བྱ་སྟེ།,,,,,
,,521,3,《པེ་》《སྣར་》,mདེ།,,,,,
,,522,4,《པེ་》《སྣར་》,གྱི།,,,,,
,,523,5,《པེ་》《སྣར་》,mསྡེ།,,,,,
,86,524,1,《པེ་》《སྣར་》,གི།,,,,,
,,525,2,《པེ་》《སྣར་》,སྟེ།,,,,,
,,526,3,《པེ་》《སྣར་》,སྒྲོན།,,,,,
,,527,4,《པེ་》《སྣར་》,གྱུར།,,,,,
,,528,5,《སྣར་》,སིནྡྷི།,,,,,
,87,529,1,《པེ་》《སྣར་》,ཚིག,,,,,
,,530,2,《པེ་》《སྣར་》,རྗེད།,,,,,
,,531,3,《པེ་》,བསྟན།,《སྣར་》,བརྟན།,,,
,,532,4,《པེ་》《སྣར་》,དགྲོལ།,,,,,
,,533,5,《པེ་》《སྣར་》,འདི་ཚིག,,,,,
,88,534,1,《པེ་》,འགྲེལ་པ།,,,,,
,,535,2,《པེ་》《སྣར་》,རིགས།,《ཅོ་》,ཡང་རིག,,,
,,536,3,《སྣར་》,པ།,,,,,
,,537,4,《པེ་》《སྣར་》,གཞི།,,,,,
,,538,5,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,89,539,1,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,540,2,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,541,3,《པེ་》《སྣར་》,བཟད།,,,,,
,,542,4,《སྣར་》,བསྟེན།,,,,,
,,543,5,《པེ་》《སྣར་》,བསྒྲུབ།,,,,,
,,544,6,《པེ་》《སྣར་》,བསྟན།,,,,,
,,545,7,《པེ་》《སྣར་》,རྗེད།,,,,,
,,546,8,《པེ་》《སྣར་》,ལ།,,,,,
,90,547,1,《པེ་》《སྣར་》,pནམ།,,,,,
,,548,2,《པེ་》《སྣར་》,པ།,,,,,
,,549,3,《པེ་》《སྣར་》,བོས།,,,,,
,,550,4,《པེ་》《སྣར་》,པོ།,,,,,
,,551,5,《སྣར་》,འབྲེལ།,,,,,
,,552,6,《པེ་》《སྣར་》,བསྟན།,,,,,
,,553,7,《པེ་》《སྣར་》,ས།,,,,,
,,554,8,《པེ་》《སྣར་》,གཅིག་གིས།,,,,,
,,555,9,《པེ་》《སྣར་》,ཉེ་ཤེས།,,,,,
,91,556,1,《པེ་》《སྣར་》,སོ།,,,,,
,,557,2,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,558,3,《པེ་》《སྣར་》,པ།,,,,,
,,559,4,《པེ་》《སྣར་》,གི།,,,,,
,,560,5,《པེ་》,བཀའ་བློ།,《སྣར་》,བཀའ་སློ།,,,
,,561,6,《པེ་》《སྣར་》,གྱི།,,,,,
,,562,7,《པེ་》《སྣར་》《ཅོ་》,བཅད།,,,,,
,,563,8,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,564,9,《པེ་》《སྣར་》,pཏེ།,,,,,
,92,565,1,《པེ་》《སྣར་》,pཔོ།,,,,,
,,566,2,《པེ་》《སྣར་》,mཔ།,,,,,
,,567,3,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,568,4,《པེ་》《སྣར་》,ནས།,,,,,
,,569,5,《པེ་》《སྣར་》,རྒྱུད།,,,,,
,,570,6,《པེ་》《སྣར་》,པའི།,,,,,
,,571,7,《པེ་》《སྣར་》,བདག་གིས་འདི་སྐད་དུ་ཐོས་སོ།།,,,,,
,,572,8,《པེ་》《སྣར་》,ཀྱི།,,,,,
,93,573,1,《པེ་》《སྣར་》,པར།,,,,,
,,574,2,《པེ་》《སྣར་》,གྱི།,,,,,
,,575,3,《པེ་》《སྣར་》,བྱ།,,,,,
,,576,4,《པེ་》《སྣར་》,mཞེའོ།,,,,,
,,577,5,《པེ་》《སྣར་》,mལ།,,,,,
,,578,6,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,579,7,《པེ་》《སྣར་》,དག,,,,,
,,580,8,《པེ་》《སྣར་》,mདང་།,,,,,
,94,581,1,《པེ་》《སྣར་》,དང་།,,,,,
,,582,2,《པེ་》《སྣར་》,པའི།,,,,,
,,583,3,《པེ་》《སྣར་》,དེ།,,,,,
,,584,4,《པེ་》,mའདི།,,,,,
,,585,5,《པེ་》《སྣར་》,mཏུ།,,,,,
,,586,6,《པེ་》《སྣར་》,mལ།,,,,,
,95,587,1,《པེ་》《སྣར་》,འདི།,,,,,
,,588,2,《པེ་》《སྣར་》,སྣ་རིངས་ཀྱི།,,,,,
,,589,3,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,590,4,《པེ་》《སྣར་》,གསུང་།,,,,,
,,591,5,《པེ་》《སྣར་》,གསུང་བ།,,,,,
,,592,6,《པེ་》《སྣར་》,ན།,,,,,
,,593,7,《པེ་》《སྣར་》,mའདི།,,,,,
,96,594,1,《པེ་》《སྣར་》,གཏམ།,,,,,
,,595,2,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,596,3,《པེ་》《སྣར་》,གསུང་།,,,,,
,,597,4,《པེ་》《སྣར་》,mའབྲུ།,,,,,
,,598,5,《པེ་》《སྣར་》,mབདག་གིས།,,,,,
,,599,6,《པེ་》《སྣར་》,འབོག,,,,,
,97,600,1,《པེ་》《སྣར་》,ད།,,,,,
,,601,2,《པེ་》《སྣར་》,བསྡུད།,,,,,
,,602,3,《པེ་》《སྣར་》,ཞེས་སོ།,,,,,
,,603,4,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,604,5,《པེ་》《སྣར་》,གསུང་།,,,,,
,,605,6,《སྣར་》,pཔ།,,,,,
,98,606,1,《པེ་》《སྣར་》,གི།,,,,,
,,607,2,《སྣར་》,pལ།,,,,,
,,608,3,《པེ་》《སྣར་》,ནའོ།,,,,,
,,609,4,《པེ་》《སྣར་》,བལྟ།,,,,,
,,610,5,《པེ་》《སྣར་》,གིས།,,,,,
,,611,6,《པེ་》《སྣར་》,pཡིན།,,,,,
,,612,7,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,613,8,《སྣར་》,ཅད།,,,,,
,,614,9,《པེ་》《སྣར་》,དེ།,,,,,
,99,615,1,《པེ་》《སྣར་》,རྟག,,,,,
,,616,2,《པེ་》,ཀྱིས།,,,,,
,,617,3,《པེ་》《སྣར་》,ནས།,,,,,
,,618,4,《པེ་》《སྣར་》,ནས།,,,,,
,,619,5,《པེ་》《སྣར་》,ནས།,,,,,
,,620,6,《པེ་》《སྣར་》,གཉིས་གཅིག,,,,,
,,621,7,《པེ་》《སྣར་》,mཀྱང་།,,,,,
,,622,8,《པེ་》《སྣར་》,པར།,,,,,
,,623,9,《པེ་》《སྣར་》,རྟག,,,,,
,,624,10,《པེ་》《སྣར་》,ཀྱི།,,,,,
,100,625,1,《པེ་》《སྣར་》,གི།,,,,,
,,626,2,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,627,3,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,628,4,《པེ་》《སྣར་》,པ།,,,,,
,,629,5,《པེ་》《སྣར་》,འདུལ་བ།,,,,,
,,630,6,《པེ་》《སྣར་》,pས།,,,,,
,101,631,1,《པེ་》《སྣར་》《ཅོ་》,པར།,,,,,
,,632,2,《པེ་》《སྣར་》,mཐོས།,,,,,
,,633,3,《པེ་》《སྣར་》,ནས།,,,,,
,,634,4,《པེ་》《སྣར་》,pརྣམ་པ།,,,,,
,,635,5,《ཅོ་》,pབྱ་བ།,,,,,
,,636,6,《པེ་》《སྣར་》,གི།,,,,,
,,637,7,《པེ་》,བས།,,,,,
,,638,8,《པེ་》《སྣར་》,དེ།,,,,,
,,639,9,《པེ་》《སྣར་》,ནོ།།,,,,,
,,640,10,《པེ་》《སྣར་》,mཔ།,,,,,
,,641,11,《པེ་》《སྣར་》,རྟག,,,,,
,102,642,1,《པེ་》《སྣར་》,mསོ།,,,,,
,,643,2,《པེ་》《སྣར་》,mགྱི།,,,,,
,,644,3,《པེ་》《སྣར་》,པ།,,,,,
,,645,4,《པེ་》《སྣར་》,གྱིས།,,,,,
,,646,5,《པེ་》,mཡི་གེ་དང་དོན་གྱི་རྣམ་པ་སྐྱེ་སྟེ།,,,,,
,,647,6,《པེ་》《སྣར་》,བརྟགས།,,,,,
,103,648,1,《པེ་》《སྣར་》,mཔ།,,,,,
,,649,2,《པེ་》《སྣར་》,པོ།,,,,,
,,650,3,《པེ་》《སྣར་》,བླང་།,,,,,
,,651,4,《པེ་》《སྣར་》,སྣང་།,,,,,
,,652,5,《པེ་》《སྣར་》,རྒྱུད།,,,,,
,104,653,1,《པེ་》《སྣར་》,pགཅིག,,,,,
,,654,2,《པེ་》《སྣར་》,རྟོག,,,,,
,,655,3,《པེ་》《སྣར་》,ཀ་ཏྱ།,,,,,
,,656,4,《པེ་》《སྣར་》,mནི།,,,,,
,105,657,1,《པེ་》《སྣར་》,གྱི།,,,,,
,,658,2,《པེ་》《སྣར་》,སྤོང་བར་རིག,,,,,
,,659,3,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,660,4,《པེ་》《སྣར་》,རྒྱུད།,,,,,
,,661,5,《པེ་》《སྣར་》,གྱི།,,,,,
,,662,6,《པེ་》《སྣར་》,གི།,,,,,
,,663,7,《པེ་》《སྣར་》,pཔར་གྱུར།,,,,,
,106,664,1,《པེ་》《སྣར་》,གྱི།,,,,,
,,665,2,《པེ་》《སྣར་》,mདེ།,,,,,
,,666,3,《པེ་》《སྣར་》,གྱིས།,,,,,
,,667,4,《པེ་》《སྣར་》,pན།,,,,,
,,668,5,《པེ་》《སྣར་》,pགསུང་།,,,,,
,,669,6,《པེ་》《སྣར་》,པས།,,,,,
,,670,7,《པེ་》《སྣར་》,གཅིག,,,,,
,,671,8,《པེ་》《སྣར་》,གསུང་སྟེ།,,,,,
,,672,9,《པེ་》《སྣར་》,གིས།,,,,,
,,673,10,《པེ་》《སྣར་》,དོ།།,,,,,
,,674,11,《པེ་》《སྣར་》,རྟག,,,,,
,,675,12,《པེ་》《སྣར་》,རྟག,,,,,
,107,676,1,《པེ་》《སྣར་》,རེ།,,,,,
,,677,2,《པེ་》《སྣར་》,གྱིས།,,,,,
,,678,3,《པེ་》《སྣར་》,ཀྱི།,,,,,
,108,679,1,《པེ་》《སྣར་》,རྟག,,,,,
,,680,2,《པེ་》《སྣར་》,གི།,,,,,
,,681,3,《པེ་》《སྣར་》,འདྲིར།,,,,,
,,682,4,《པེ་》《སྣར་》,བ་མི་རིག་སྟེ།,,,,,
,,683,5,《པེ་》《སྣར་》,འོད་ཀྱི།,,,,,
,109,684,1,《པེ་》《སྣར་》,ཅིག,,,,,
,,685,2,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,686,3,《སྣར་》,ཀྱིས།,,,,,
,,687,4,《པེ་》《སྣར་》,ནས།,,,,,
,,688,5,《པེ་》《སྣར་》,གི།,,,,,
,110,689,1,《པེ་》《སྣར་》,གི།,,,,,
,,690,2,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,691,3,《པེ་》《སྣར་》,གི།,,,,,
,,692,4,《པེ་》《སྣར་》,རྟག,,,,,
,,693,5,《པེ་》《སྣར་》,mལ།,,,,,
,,694,6,《པེ་》《སྣར་》,ཀྱི།,,,,,
,111,695,1,《པེ་》《སྣར་》,པར།,,,,,
,,696,2,《སྣར་》,ལོག,,,,,
,,697,3,《སྣར་》,།།,,,,,
,,698,4,《སྣར་》,འབྲེལ།,,,,,
,,699,5,《སྣར་》,པར།,,,,,
,112,700,1,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,701,2,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,702,3,《སྣར་》,གཉིས།,,,,,
,,703,4,《པེ་》《སྣར་》,དགྲོལ།,,,,,
,,704,5,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,705,6,《པེ་》《སྣར་》,གིས།,,,,,
,,706,7,《པེ་》《སྣར་》,བསྡུས།,,,,,
,,707,8,《པེ་》,ཀྱི།,,,,,
,,708,9,《པེ་》《སྣར་》,ཀྱིས།,,,,,
